DateTime,Username,Comment
2021-08-08 03:34:42,๋JIB Home Alone,งั้นงี้ให้ตั้งเวลาการชาร์จได้ไหมครับ เสียบทิ้งไว้แล้วตั้งเวลาให้ชารจ์ตอนสี่ทุ่ม
2021-08-08 03:35:15,Natta A.,เราสามารถแจ้งกับ ทางการไฟฟ้าได้ครับว่าต้องการใช้ค่าไฟประเภทไหน 
2021-08-08 03:35:38,Nuttapon Sangjumpa,เหมือนไฟเข่าหอพัก เรทแพงไม่เคยลด :slightly_smiling_face:
2021-08-08 03:35:58,Natta A.,ในเว็บ MEA จะมีบอกว่า การใช้ไฟแต่ละแบบ คิดไฟแต่ละช่วงเวลายังไง
2021-08-08 03:36:03,robin nr,อยากรู้อย่างเดียวเมื่อไร รัฐจะสนับสนุนอย่างจริงจัง
2021-08-08 03:36:53,ศักดิ์ดา วันดึก,รถรุ่นไหนดี
2021-08-08 03:37:14,yunim477,ต้องเปลี่ยนขนาดหม้อแปลงไฟไฟ้ามั้ยคะ
2021-08-08 03:37:19,JustVibeEgg,ราชกิจจานุเบกษา ประกาศ กำหนดอัตราค่าไฟฟ้าสำหรับสถานีอัดประจุไฟฟ้าของยานยนต์ ทุกระดับแรงดัน 2.6 บาทต่อหน่วย ค่าบริการอีก 312 บาทต่อเดือน
2021-08-08 03:37:28,JustVibeEgg,สุดท้ายไม่ตอบ 5555
2021-08-08 03:37:40,JustVibeEgg,รอจอมขวัญ
2021-08-08 03:37:56,Piya Yuanpant,ขอสอบถามครับ แล้วพวกตึกสำนักงานอ่ะครับ มันมีความจำเป็นมั้ยครับที่จะตั้งสถานีชาร์ต
2021-08-08 03:39:12,LightningCLI,ได้ยินแบบนี้ก็สบายใจจะซื้อครับ
2021-08-08 03:39:28,Prairie dog,ซื้อแน่นอนครับ
2021-08-08 03:39:47,SUPIN T.PAK.D,ผลักค่าFT ให้ประชาชน
2021-08-08 03:40:07,Thitithach Tongdonyod,ทำไมรถยนต์ไฟฟ้าแพงกว่าน้ำมันครับ
2021-08-08 03:40:26,เอกพล รัตนสูตร์,ถ้าอยากให้รถไฟฟ้า แพร่หลาย ให้ราคาถูกกว่านี้
2021-08-08 03:40:29,Nonoe Veronica,อยากให้ทาง MEA และคณะกรรมการยานต์ไฟฟ้า ช่วยผลักดันเรื่องรถ EV ครับโดยเฉพาะเรื่องของกำแพงภาษีครับ ที่ทำให้ราคารถ EV ยังมีราคาที่สูงมากครับ
2021-08-08 03:40:39,ongart tanasirirak,ไม่มีเงินซื้อรถ
2021-08-08 03:40:44,TaoSuan เต้าส่วน,น่าจะเพราะมันกลัวว่าน้ำมันจะขายไม่ออกมั้งครับ
2021-08-08 03:40:59,JustVibeEgg,สถานีอัดประจุไฟฟ้าของยานยนต์ ทุกระดับแรงดัน 2.6 บาทต่อหน่วย เสียค่าบริการรายเดือนอีก 312 บาท นอกจากค่าไฟฟ้านะครับ เพื่อประชาชนทั่วไปไม่รู้
2021-08-08 03:41:19,Nut Junghok,ผมว่าต้องตั้งใจทำหลายๆฝ่าย
2021-08-08 03:41:35,ภีมภณ มณีธร,รอให้ค่าใช้จ่ายในการเปลี่ยนรถเก่าเป็นรถไฟฟ้าถูกลง ทำแน่ รถใหม่ไม่ซื้อหรอก 
2021-08-08 03:42:02,SUPIN T.PAK.D,เสนอให้ลุงสนธิมาสรุปให้ฟังก่อนนะครับ
2021-08-08 03:42:55,เพ็ญศรี เปรมศรี,คนในรัฐบาลมีหุ้นน้ำมันเขาไม่ยอมหรอก
2021-08-08 03:43:18,mrbig2012,ปัญหาหลักๆ คือไม่มีตังซื้อครับมันแพง ต่างประเทศคันไม่กี่แสนเข้าไทยเป็นล้านนนนนนน
2021-08-08 03:43:24,KhunJay Cheerapong,ภาษีจดทะเบียนรถไฟฟ้าคิดอย่างไรครับ รถยนต์คิดตาม cc.
2021-08-08 03:43:57,Nut Junghok,"ผมว่าต้องตั้งใจทำอย่างจริงจังหลายๆฝ่ายอย่างมีแบบแผนทุกๆขั้นตอน แต่หน่วยงานแรกคือภาครัฐ,รัฐวิสาหกิจ ที่เกี่ยวข้องต้องกำหนดอย่างชัดเจน จุดชาร์ตต้องมากพอเพื่อให้ปชช.มั่นใจว่าขับไปที่ไหนก็มีให้ชาร์ต"
2021-08-08 03:44:17,ChakritD 29ch,พิมพ์เขียว รถยนต์ไฟฟ้า กฟผ เป็นยังไงบ้างครับ
2021-08-08 03:44:18,TaoSuan เต้าส่วน,ทั้งๆที่จีนก็ทำรถที่ชาร์จสิบกว่านาทีก็เต็มแล้ว รัฐไม่สนับสนุนเอง ทั้งที่พลังงานสะอาดไม่สร้างมลพิษ
2021-08-08 03:44:38,ibanez ibanez,ไทยควรสนับสนุน รถยนต์น้ำมัน มากกว่ารถยนต์ไฟฟ้าจะดีที่สุด
2021-08-08 03:44:42,Wonderman Th,แค่ honda e ราคาหลักล้าน
2021-08-08 03:44:44,lomleng lomleng,หาก Demand เพิ่มขึ้นเรื่อยๆ การใช้รถไฟฟ้าเพิ่มขึ้นเรื่อยๆ การไฟฟ้าจะเพิ่มอัตราค่าใช้ไฟต่อหน่วย ไหมครับ
2021-08-08 03:45:13,Prairie dog,MG ไหม
2021-08-08 03:45:22,เพ็ญศรี เปรมศรี,ภาษีแพงมากรัฐหากินกับภาษีมายาวนานยากที่จะลด
2021-08-08 03:46:31,Siripoj Arunyapal,การเตรียมความพร้อมของผู้ผลิตสำหรับ Supply เดิมของ partner เครื่องยนต์ ICE มีการพูดถึงหรือไม่อย่างไรครับ
2021-08-08 03:46:39,Mmp,ต้องยกเลิกภาษีมหาดไทย ได้แล้ว 80% จากยูโรป รบ ก็คิดนโยบายนานมาก เหมือนเตะถ่วง พูดออกมาว่าสนับสนุนแต่ไม่ช่วยจริงจัง บ้านเราล้าหลังคนอื่น 10 ปีล่ะครับ
2021-08-08 03:47:02,สุชาครีย์ แก้วมะดัน,ภาษีนำเข้าแม่งทำราคาสูงเกินไปคนธรรมดาเอื้อมไม่ได้เลยรถไฟฟ้า
2021-08-08 03:47:30,2tommyking,เท่าที่สังเกตุมา ผู้ขายชอบวาง position รถ ev เป็นรุ่นท็อป ทำให้ราคาสูงกว่ารถน้ำมัน
2021-08-08 03:47:48,Artisha Pinitpuwadon,ความปลอดภัยกรณีเจอนำ้ท่วม
2021-08-08 03:47:57,Zero Day,@khunkhun ตามที่ผมเข้าใจ อัตราค่าไฟฟ้าที่ประกาศในราชกิจจานุเบกษา เป็นอัตราที่ทางผู้ให้บริการชาร์จจ่ายการไฟฟ้า ส่วนอัตราที่ผู้ให้บริการเก็บกับรถที่ไปชาร์จก็จะเป็นอีกราคาครับ
2021-08-08 03:49:45,butakung,กฟน. ให้ขอมิเตอร์ชาร์ตรถแยกรึยังครับ
2021-08-08 03:50:20,Changke K.M.A,พี่หนุ่ยครับ ถ้ารถไฟฟ้าคนใช้เยอะขึ้นอยากรู้ว่าภาครัฐจะขึ้นราคาค่าไฟไหมครับ????
2021-08-08 03:50:31,Mmp,อุตสาหกรรมยานยนต์รถน้ำมัน มันพังอยู่แล้ว ยุโรปเค้าก็ประกาศแผนกันชัดเจนแล้ว บ้านเราก็จะอุ้มน้ำมันไปเรื่อย จนตายล่ะมั้งครับ 
2021-08-08 03:50:58,Techid Kuasakun,ลองให้เพดานภาษีรถไฟฟ้าต่ำลง แล้วลองให้ Tesla เข้ามาดูอีกแบรนด์ที่ยืนอยู่ แทบล้มทั้งยืน
2021-08-08 03:51:03,Neng Ripper,ฝากถึง ผู้บริหาร บริษัท MG ด้วยครับ
2021-08-08 03:51:31,Singha Dechapakorn,"แล้วการไฟฟ้ามีมองเรื่องผลกระทบ,ประกัน กรณีเมื่อใช้แล้วเกิดปัญหากับตัวรถบ้างหรือเปล่าครับ"
2021-08-08 03:51:58,Wonderman Th,ปตท รวยติดอันดับ frob 
2021-08-08 03:52:19,Neng Ripper,ถ้าจะทำรถไฟฟ้า ในอนาคต ช่วยทำให้มันเสถียรได้ไหม ไม่ใช่ว่าจะลดสเปค ถูกกว่าค่ายอื่นแต่ วัสดุเกรดต่ำ bug เยอะแยะไปหมด แบบนี้ คนจะซื้อครั้งเดียว แล้วย้ายค่ายไปรถแบรนด์อื่นแน่
2021-08-08 03:52:31,Singha Dechapakorn,เพราะการใช้กับหลายๆคันหรือมีการใช้งานจำนวนมาก หรือสถานที่เปิด อาจทำให้อุปกรณ์มีผลต่อความเสื่อมมากกว่าปกติ
2021-08-08 03:52:31,Neng Ripper,ฝากถึง mg และทุกแบรนด์
2021-08-08 03:52:36,beartai แบไต๋,LIVE ช่วงสุดท้ายทิ้งคำถามกันไว้ได้เลยนะครับ ก่อนไปต่อกันที่ Clubhouse https://www.clubhouse.com/room/MR07OEw8
2021-08-08 03:52:38,Shinobi Blakmoonter,ไม่ต้องห่วงว่าจะเหนื่อยขึ้น เพราะวันหยุดมีอีกเยอะ และยังมีพักกินกาแฟอีกมาก
2021-08-08 03:53:41,Jaturong Maneewan,มีการส่งเสริมการใช้ โซล่าเซลล์ เพิ่มเติมมั้ยคับ
2021-08-08 03:54:06,TiY,ฝากรบกวนพี่หนุ่ย สอบถามคุณพงศ์ศักดิ์ จาก MG หน่อยครับว่า มะไหร่ ทางค่ายจะเอา Marvel R มาขายไทยครับ จากที่ผมรีวิวในช่อง คนสนใจเยอะมากกกก ครับ :thumbs_up::thumbs_up:
2021-08-08 03:54:15,Yick Wisoot,บางคนเตรียมทำโซล่าร รูฟ รอรับการใช้รถไฟฟ้า
2021-08-08 03:54:19,ZODIAC 1982,ที่ว่าการไฟฟ้าคืนให้ประชาชน คืนแบบไหนครับ
2021-08-08 03:54:42,Toffy Hero,ไม่ต้องห่วงครับ ติดตั้งแผงsolar กับแท่นชาร์จ ได้เลย แก้ปัญหา dynamic load ก็แค่ทำการ separate source ยกเว้นกลัวไม่ได้ขายไฟ กลัวขาดรายได้
2021-08-08 03:55:06,คิดที่เหนือมิติแบบมีสติแต่ไร้สตัง ผู้มีสติปัญญาที่ไร้การศึกษา,วิ่งไปชาร์ทไปอนาคตบริษัทใหนทำได้ก่อนรวยครับ
2021-08-08 03:55:27,Mmp,ทำอะไรก็ทำครับ พัฒนาเถอะ
2021-08-08 03:55:29,Toffy Hero,ผมแนะนำให้ภาคเอกชน หรือใครพอมีเงินก็ลงทุนเองเลยดีกว่า
2021-08-08 03:55:44,Cat Women,ชอบพูดแทรก
2021-08-08 03:55:56,HUAHIN 4FUN,ลืมเพิ่งช่ะครับ?
2021-08-08 03:55:58,Toffy Hero,รอภาครัฐไม่ได้กินหรอกครับ
2021-08-08 03:56:02,kamonmeth,อีก1ในปัญหาที่จะเกิดแน่ๆคือ คนชาร์จเต็มแล้วไม่ยอมเอารถออก ต้องคิดค่าจอดแช่แพงๆเลย
2021-08-08 03:56:41,Mmp,อย่าพึ่งไปคอนโดเลยครับ เอาภาพพื้นดิน ให้ให้ได้ก่อนเถอะ
2021-08-08 03:57:39,Rangsant Bandhukul, ทำไทการไฟฟ้าฯไฟฟ้าไม่ต้ังบริษัทลูกสนับสนุนการติดตั้งโซล่าเซล ให้ประชาชนผ่อนส่ง
2021-08-08 03:57:56,Toffy Hero,5555555555555 ผมปิดละ ไม่อยากฟัง หลายๆอย่างไมได้ลงไปถึงรายย่อยหรอก
2021-08-08 03:58:15,Mmp,เอารถ EV ราคาถูก หรือ ราคาจับต้องได้ มาขายก่อน 
2021-08-08 03:58:16,mrbig2012,ชาร์จที่บ้านเท่านั้นครับ ถ้าไปไกลๆนอกพื้นที่ใช้รถน้ำมันขี้เกียจรอ
2021-08-08 03:58:32,Thanee,ใครใช้ ใครก็จ่ายเองสิ ...มั่วครับ
2021-08-08 03:58:48,Changke K.M.A,ขอบคุณมากคับพี่หนุ่ยที่ช่วยถามให้:folded_hands::folded_hands:
2021-08-08 03:59:23,Thanee,ไปตั้งข้างหน้า นอกคอนโด ..ลงทุนเองเลยเพ่
2021-08-08 03:59:27,สุมิตร สุรพันธ์ไพโรจน์,แล้วแฟลต ส่วนราชการ ละครับ ช่วยหน่อย 
2021-08-08 03:59:30,Cat Women,ให้ใครผลิตไฟฟ้าก็ได้ แล้วจะเกิดนวัฒนกรรมอีกเยอะ อย่าผูกขาด
2021-08-08 03:59:33,พงศพัศ น่วมคํา,5555
2021-08-08 04:00:00,Suwit Pol-armart,สวัสดีคุณหนุ่ย ผม สุวิทย์ บริหารนิติบุคคล จำได้ไหมครับ
2021-08-08 04:00:06,beartai แบไต๋,ไปคุยต่อกันที่ Clubhouse นะครับhttps://www.clubhouse.com/room/MR07OEw8
2021-08-08 04:00:23,Thanee,อยากขายของ จริงใจหน่อย
2021-08-08 04:00:30,arnon pr,ปัญหาน้ำท่วม แหล่งชาร์จ ต้องกังวลมั้ยครับ
2021-08-08 04:00:32,mrbig2012,ทุกวันนี้ใช้สกูตเตอร์ไฟฟ้าอยู่แฮปปี้กับมันมาก จะขายมอไซทิ้งแล้ว
2021-08-08 04:00:38,Suwit Pol-armart,ท่านที่จากการไฟฟ้า ใจเย็นนิด ต้องดูเรื่องกฎหมาย และ เจตนา อาคารชุดก่อนครับ
2021-08-08 04:00:40,Jadenuchid Wutsutthikorn,จะมี MG HS BEV ไหม๊
2021-08-08 04:00:45,Thanee,คนไทย ไม่ได้กินหญ้า นะเฟ้ย
2021-08-08 04:01:25,Suwit Pol-armart,ยินดีให้คำแนะนำที่ถูกต้อง ในแง่อาคารชุดครับ ก่อนที่จะไม่เข้าใจกันรอบด้าน
2021-08-08 04:01:44,Hikaru NoSai,Club house ช่องไหนครับ
2021-08-08 04:01:48,beartai แบไต๋,ฝากติดตาม ‘beartai ITQ’ ได้ทุกวันจันทร์และพฤหัสบดี เวลา 19:00 น. เริ่ม 9 สิงหาคมนี้ ทาง YouTube beartai แบไต๋ เท่านั้น!! กดติดตาม กดกระดิ่งรอไว้ได้เลย :backhand_index_pointing_right: https://cutt.ly/YTbeartai
