Comment Number (ID),Nickname,User @,User URL,Comment Text,Time,Likes,Profile Picture URL,Is 2nd Level Comment,User Replied To,Number of Replies
19,ณัฏฐ์ วิฆเนศ,natmitsu9,https://www.tiktok.com/@natmitsu9,ชาร์จที่บ้านก็ 8 ชม ครับ Ev บ้านเราวิ่ง 3-400 กม ถ้าคุณใช้ไปเที่ยวคุณก็ต้องเติมนอกบ้านครับ ถึงใช้ควิกชาร์จ ก็ 30-40 นาที นั่นเเหละเรียกข้อจำกัด,16-11-2022,11,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/b226846c0fecc5cd63e309d387b9659d~c5_100x100.jpg?x-expires=1672887600&x-signature=p2ljcz1tAgU3AQ5oWbPAqp8qsYw%3D,Yes,ณัฏฐ์ วิฆเนศ,0
20,Tik Toker,luislopezconsa,https://www.tiktok.com/@luislopezconsa,ชาร์จเป็นชม. กับ รถเติมน้ำมันไม่ถึง 10 นาที คุณเลือกอะไร ผมเลือกน้ำมันนะ เผิ่อเวลาเร่งด่วน,16-11-2022,7,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1650261837956113.jpg?x-expires=1672894800&x-signature=ZnjbXYs2nqbQn60kTMMnEubhOzM%3D,Yes,ณัฏฐ์ วิฆเนศ,0
21,Tik Toker,luislopezconsa,https://www.tiktok.com/@luislopezconsa,รถเสีย มันคนละประเด็นกับเชื้อเพลิงป่าว,17-11-2022,3,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1650261837956113.jpg?x-expires=1672894800&x-signature=ZnjbXYs2nqbQn60kTMMnEubhOzM%3D,Yes,ณัฏฐ์ วิฆเนศ,0
22,Suntorna,suntorna,https://www.tiktok.com/@suntorna,จากกรุงเทพขับไปเที่ยว ทองผาภูมิ สัก 2-3 วัน จะกลับไงว๊ะ ตอนนี้ … รอทุกอย่างให้พร้อมให้ดีกว่านี้ ไม่ซื้อแน่ๆ ไปต่างจังหวัดนั่งรอชาร์ตเป็นหมาเหงาเลย,17-11-2022,2,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/23a9c237d3da8079e9731320f23ec432~c5_100x100.jpg?x-expires=1672887600&x-signature=M%2F47htIk8Hl9SjfemQuzQC564Kk%3D,Yes,ณัฏฐ์ วิฆเนศ,0
23,Narasath Kittilapsom,iceanza01,https://www.tiktok.com/@iceanza01,ลองคิดสภาพตอนเปลี่ยนแบตเตอรี่รึยังครับ ค่าเสื่อมสภาพรถ ลองคำนวณดูก่อนครับ เพราะแบตมันแพงมากจริงๆสำหรับคนมีงบระดับกลางนะครับ ต่างคนต่างมุมมองนะครับ,17-11-2022,2,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/dc00ed2f316b0f3e9a8d16161591ea17.jpg?x-expires=1672894800&x-signature=zFqRtgxI%2BxYeGW20MpdoU%2FDcIAM%3D,Yes,ณัฏฐ์ วิฆเนศ,0
24,ratsombut,ratsombut,https://www.tiktok.com/@ratsombut,พูดอะไรวะงง😂😂😂,17-11-2022,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/98c89920dd9d6d2860a7cd185c0bb5ce~c5_100x100.jpg?x-expires=1672894800&x-signature=%2Fg0U%2FrRkGPwHpDphqvBgYGCQxN8%3D,Yes,ณัฏฐ์ วิฆเนศ,0
25,ณัฏฐ์ วิฆเนศ,natmitsu9,https://www.tiktok.com/@natmitsu9,รถEv ไม่ต้องซ่อมหรอครับ,17-11-2022,3,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/b226846c0fecc5cd63e309d387b9659d~c5_100x100.jpg?x-expires=1672887600&x-signature=p2ljcz1tAgU3AQ5oWbPAqp8qsYw%3D,Yes,ณัฏฐ์ วิฆเนศ,0
26,ณัฏฐ์ วิฆเนศ,natmitsu9,https://www.tiktok.com/@natmitsu9,เติมไม่ได้ครับเเต่ผมขับไปเติมปากซอย 5 นาที Ev ทำได้ไหมใน 5 นาที ตั้งสติครับ ผมทำงานด้านนี้,17-11-2022,5,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/b226846c0fecc5cd63e309d387b9659d~c5_100x100.jpg?x-expires=1672887600&x-signature=p2ljcz1tAgU3AQ5oWbPAqp8qsYw%3D,Yes,ณัฏฐ์ วิฆเนศ,0
27,ณัฏฐ์ วิฆเนศ,natmitsu9,https://www.tiktok.com/@natmitsu9,ทำได้เยอะเเยะครับ เเต่มันก็ไม่ดีเเง่มลพิษ,17-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/b226846c0fecc5cd63e309d387b9659d~c5_100x100.jpg?x-expires=1672887600&x-signature=p2ljcz1tAgU3AQ5oWbPAqp8qsYw%3D,Yes,ณัฏฐ์ วิฆเนศ,0
28,Ted,teddy4775,https://www.tiktok.com/@teddy4775,อ้อไม่ได้อะคับ แต่ผมไม่ได้รู้สึกว้าวเท่จักเลยอะที่ต้องยกมาเป็นประเด็นอะ,17-11-2022,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/7053643616635322394.jpg?x-expires=1672894800&x-signature=1jvJs3PMrGUDS30bonqi8ci6NIw%3D,Yes,ณัฏฐ์ วิฆเนศ,0
29,ศิริ เด๊ะ เสนาธรรม,daefatboy,https://www.tiktok.com/@daefatboy,รถไฟฟ้ามันแอร์ไฟฟ้าครับ ใช้ไฟจากแบต สบายๆ,17-11-2022,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1658372461147137.jpg?x-expires=1672887600&x-signature=FynmxwDWThXZxos7GdNVz605heg%3D,Yes,ณัฏฐ์ วิฆเนศ,0
30,ณัฏฐ์ วิฆเนศ,natmitsu9,https://www.tiktok.com/@natmitsu9,เติมที่บ้าน 8 ชั่วโมงมันสะดวกตรงไหนก่อนเเละที่สำคัญคุณก็ต้องมีบ้านด้วยนั้นเเหละเรียกข้อจำกัด,17-11-2022,4,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/b226846c0fecc5cd63e309d387b9659d~c5_100x100.jpg?x-expires=1672887600&x-signature=p2ljcz1tAgU3AQ5oWbPAqp8qsYw%3D,Yes,ณัฏฐ์ วิฆเนศ,0
31,ศิริ เด๊ะ เสนาธรรม,daefatboy,https://www.tiktok.com/@daefatboy,คุณจอดรถที่บ้านวันนึงกี่ชั่วโมงครับ สองชั่วโมงออกงั้นเหรอ,17-11-2022,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1658372461147137.jpg?x-expires=1672887600&x-signature=FynmxwDWThXZxos7GdNVz605heg%3D,Yes,ณัฏฐ์ วิฆเนศ,0
32,bell chonlathit,bellchonlathit,https://www.tiktok.com/@bellchonlathit,เติมได้เติมที่บ้านทำไมจะเติมไม่ได้ มอไซผมนานๆจะไปเติมปั๊มสักที 😆😅😅😉😉😗😘,17-11-2022,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/a191904957f95bbb26b90946f55a6f12~c5_100x100.jpg?x-expires=1672894800&x-signature=nKxhXG9duaxSslijgkRVp96P6Og%3D,Yes,ณัฏฐ์ วิฆเนศ,0
33,nekoseson,sesoncat,https://www.tiktok.com/@sesoncat,ถ้าคุณอวยขนาดนี้แล้วคุณซื้อมาใช้เองเลยสิครับจบๆไป,17-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/4962049cf0dae2ac5f75dad04e9a3772~c5_100x100.jpg?x-expires=1672894800&x-signature=SLCs9BJj3vB7tMeFM1pN3RUtS9w%3D,Yes,ณัฏฐ์ วิฆเนศ,0
34,NT-Thiw,litt1ethiw,https://www.tiktok.com/@litt1ethiw,แล้วรถไฟฟ้าอะชาร์ตแบตที่10นาทีไหม ทำไมรถน้ำมันสตาร์ทรถนอนไม่ได้ก็เคยทำมาแล้ว,17-11-2022,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/fc402aaa6d2b05bba83ae12d7107e2a3~c5_100x100.jpg?x-expires=1672894800&x-signature=O0fz3kKRl24N1KFqysMvK8fLF1U%3D,Yes,ณัฏฐ์ วิฆเนศ,0
35,ศิริ เด๊ะ เสนาธรรม,daefatboy,https://www.tiktok.com/@daefatboy,ตจว บางจังหวัด ทั้ง อำเภอ มีปั๊มไม่กี่ปั๊ม แต่ ปลั๊กไฟ มีทุกหมู่บ้าน,23-11-2022,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1658372461147137.jpg?x-expires=1672887600&x-signature=FynmxwDWThXZxos7GdNVz605heg%3D,Yes,ณัฏฐ์ วิฆเนศ,0
36,มีไว้ลง ทำกาแฟหอมๆ,nuzathzaza,https://www.tiktok.com/@nuzathzaza,ปลั๊ก EV มี ทุกบ้าน บ้าไปล่ะครับ ถ้าแบบ ตัวบกพา น้อยๆ ชาร์จ ทั้งคืน ได้ 30% ครับ ถ้าไม่ใช่ หม้อแปลง เฉพาะ ส่วน ปั๋มน้ำมัน ถึง มีปั๋ม รอแปปๆ ถึงคิวล่ะ,27-11-2022,1,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1688791801691138.jpg?x-expires=1672894800&x-signature=UYFH1tif89m%2BHJYzReMsWZcK%2F%2Bk%3D,Yes,ณัฏฐ์ วิฆเนศ,0
37,ศิริ เด๊ะ เสนาธรรม,daefatboy,https://www.tiktok.com/@daefatboy,ไม่รู้จัก wall charger เหรอ มีแถมเป็นโปรโมชัน ในรถไฟฟ้า เกือบทุกรุ่น,27-11-2022,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1658372461147137.jpg?x-expires=1672887600&x-signature=FynmxwDWThXZxos7GdNVz605heg%3D,Yes,ณัฏฐ์ วิฆเนศ,0
38,BR TOD,www.brtod,https://www.tiktok.com/@www.brtod,แล้วเวลาจะไปต่างจังหวัดละรีบเร่งต้องมารอชาจอีกเกือบๆชั่วโมงเนี่ยนะ อีกอย่างถ้าแบตระเบิดละอันตาายมากนะครับ,6-12-2022,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/cc22413d29575d819e25ef8cb34ae609.jpg?x-expires=1672894800&x-signature=dmNwnXZcy6XyjEJTvsiBpG2nN9k%3D,Yes,ณัฏฐ์ วิฆเนศ,0
39,มีตังอยู่20ตามหารักแท้ครับบบบบ,ueoei777,https://www.tiktok.com/@ueoei777,ต้องทำเหมืองขนาดไหนกว่าจะได้ยูเรเนียมมาทำแบตรถแต่ละคัน คิดดูแบ็ตนถหนึ่งคันหนัก 1 ตัน นะครับ ใครบอกขับEVแล้วไม่ทำลายโลก,11-12-2022,1,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/3e644e5afaaa8c36e95ddf3719f2ea2a.jpg?x-expires=1672894800&x-signature=sA43CMyHYlJ9h%2B5AgNAt%2Fc8hS8Q%3D,Yes,ณัฏฐ์ วิฆเนศ,0
40,ณัฏฐ์ วิฆเนศ,natmitsu9,https://www.tiktok.com/@natmitsu9,รถน้ำมันก็ใช้ไฟฟ้าจากเเบตจ้า,24-12-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/b226846c0fecc5cd63e309d387b9659d~c5_100x100.jpg?x-expires=1672887600&x-signature=p2ljcz1tAgU3AQ5oWbPAqp8qsYw%3D,Yes,ณัฏฐ์ วิฆเนศ,0
41,xxp2,beauty..nnjjkkk,https://www.tiktok.com/@beauty..nnjjkkk,ไปซื้อมาใช้เอง จบ,1d ago ,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/b2202bdce14835883f38079292833a01~c5_100x100.jpg?x-expires=1672894800&x-signature=eKlxykNr5rY%2FjMljNR3VNLR4aZo%3D,Yes,ณัฏฐ์ วิฆเนศ,0
42,anuanu,asuaeruyghk235,https://www.tiktok.com/@asuaeruyghk235,ผมไม่ได้ชื้อรถมานอนและก่อนเข้าบ้านผมสามารถเติมน้ำมันมาก่อนได้และพอเกิดเหตุฉุกเฉินผมสามารถขับรถออกไปได้เลยโดยไม่ต้องรอให้แบตถึง10%-20%ถึงจะออกได้,20h ago ,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/74dff12634d5121ed97255b4d9a5e295~c5_100x100.jpg?x-expires=1672894800&x-signature=rKDZ0w%2BJvcXBtca7cu7uxep0x%2BQ%3D,Yes,ณัฏฐ์ วิฆเนศ,0
43,anuanu,asuaeruyghk235,https://www.tiktok.com/@asuaeruyghk235,คุณต้องใช้รถไฟฟ้าอยากน้อย8ปีและขับวันละ400กิโลเมตรถึงจะคุ้มกับส่วนต่างที่จ่ายแพงกว่าตอนชื้อแถมแบตยังราคาแรงถ้าแบตเหลือ1-2แสนก็หน้าสนตอนนี้แบต5-8แสน,20h ago ,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/74dff12634d5121ed97255b4d9a5e295~c5_100x100.jpg?x-expires=1672894800&x-signature=rKDZ0w%2BJvcXBtca7cu7uxep0x%2BQ%3D,Yes,ณัฏฐ์ วิฆเนศ,0
44,Nurse👩‍⚕️,fc..nurse,https://www.tiktok.com/@fc..nurse,จริงเราก็เลือกน้ำมัน เพราะรถ ev ยังใหม่อยู่มาก ยังพัฒนาได้อีกเยอะ รอให้รถพัฒนาได้สมบูรมากกว่านี้ก่อน,16-11-2022,385,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f76de73c89b1c1d58703ef5e05a029c7~c5_100x100.jpg?x-expires=1672887600&x-signature=YSn24Jo7t%2B1Hcgf3iUtfJ7kmidA%3D,No,---,24
45,Nurse👩‍⚕️,fc..nurse,https://www.tiktok.com/@fc..nurse,อันนี้คิดแค่ ราคารถบวกค่าเชื้อเพลิงนะไม่รวมค่าบำรุงรักษา รถไฟฟ้ามีข้อจำกันเรื่องระยะทางการวิ่ง ระยะการชาร์จศูนชาร์จอีกนะ ณ.ตอนนี้รถน้ำมันยังคุ้มกว่า,17-11-2022,4,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f76de73c89b1c1d58703ef5e05a029c7~c5_100x100.jpg?x-expires=1672887600&x-signature=YSn24Jo7t%2B1Hcgf3iUtfJ7kmidA%3D,Yes,Nurse👩‍⚕️,0
46,ศิริ เด๊ะ เสนาธรรม,daefatboy,https://www.tiktok.com/@daefatboy,ห้าแสน หกแสน ก็มีแล้วครับ,17-11-2022,2,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1658372461147137.jpg?x-expires=1672887600&x-signature=FynmxwDWThXZxos7GdNVz605heg%3D,Yes,Nurse👩‍⚕️,0
47,ศิริ เด๊ะ เสนาธรรม,daefatboy,https://www.tiktok.com/@daefatboy,"ค่าน้ำมันต่อเดือนทุกวันนี้ ผ่อนรถได้แล้ว ผมเติมอาทิตย์ละ 1,500 เพื่อนชาร์จอาทิตย์ละ 150 😖",19-11-2022,2,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1658372461147137.jpg?x-expires=1672887600&x-signature=FynmxwDWThXZxos7GdNVz605heg%3D,Yes,Nurse👩‍⚕️,0
48,Nurse👩‍⚕️,fc..nurse,https://www.tiktok.com/@fc..nurse,ยกตัวอย่างมาสิ 5-6 แสน ระยะการวิ่งเท่าไหร่,20-11-2022,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f76de73c89b1c1d58703ef5e05a029c7~c5_100x100.jpg?x-expires=1672887600&x-signature=YSn24Jo7t%2B1Hcgf3iUtfJ7kmidA%3D,Yes,Nurse👩‍⚕️,0
49,ศิริ เด๊ะ เสนาธรรม,daefatboy,https://www.tiktok.com/@daefatboy,จ้า ยาริส เกือบสองพันไปเชียงใหม่ ไฟฟ้าเจ็ดร้อยกว่าบาท ใครประหยัดกว่า,20-11-2022,3,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1658372461147137.jpg?x-expires=1672887600&x-signature=FynmxwDWThXZxos7GdNVz605heg%3D,Yes,Nurse👩‍⚕️,0
50,Kawin,winzazx,https://www.tiktok.com/@winzazx,@Kawin: Neta v ราคาพอๆกับ yaris ativ (หักส่วนลด) แต่ Neta V แทบไม่มีระบบความปลอดภัยสักอย่าง BSD ACC กล้อง360 LKA LDW คงหาไม่ได้ใน Neta v,22-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/844d4b69870e6bee8a7f67b6c1f59816~c5_100x100.jpg?x-expires=1672894800&x-signature=4Sev8spDjM4ljB7jb0SeFVdHKog%3D,Yes,Nurse👩‍⚕️,0
51,ศิริ เด๊ะ เสนาธรรม,daefatboy,https://www.tiktok.com/@daefatboy,แต่ ยาริส ขับไปเชียงใหม่ สองพันกว่า ถ้าเป็นไฟฟ้า ไม่ถึงพันครับ,23-11-2022,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1658372461147137.jpg?x-expires=1672887600&x-signature=FynmxwDWThXZxos7GdNVz605heg%3D,Yes,Nurse👩‍⚕️,0
52,V1,mcthailandd,https://www.tiktok.com/@mcthailandd,เพื่อนเราใช้โมเดล3ชาร์จไฟ ตามตู้เพราะอยุ่คอนโด อาทิตย์นึง เสียค่าชาร์จสองร้อยนิดๆ ปี ตอนใช้รถน้ำมัน ค่าน้ำมันอาทิตย์ละพันกว่าบาท,18-12-2022,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/6cec2807eeb950c3a7d0ac4bb131672f~c5_100x100.jpg?x-expires=1672894800&x-signature=aEiJXuroggknf9cCuSAYSpK%2FA24%3D,Yes,Nurse👩‍⚕️,0
53,V1,mcthailandd,https://www.tiktok.com/@mcthailandd,ถ้าคิดแบบนี้ทุกคนก็ขายไม่ออก เค้าก็ไม่พัฒนาต่อหรอกจ้า,16-12-2022,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/6cec2807eeb950c3a7d0ac4bb131672f~c5_100x100.jpg?x-expires=1672894800&x-signature=aEiJXuroggknf9cCuSAYSpK%2FA24%3D,Yes,Nurse👩‍⚕️,0
54,Nurse👩‍⚕️,fc..nurse,https://www.tiktok.com/@fc..nurse,รถไฟฟ้า อัตรากินพลังงาน 0.80-1 บาท ค่าไฟ 250000 แต่รถไฟฟ้าแพงกว่ารถน้ำ 1.5 เท่าถ้าเทียบคลาสเดียวกัน รถราคา 9.5แสน+ค่าไฟ2.5แสน=1.2ล้าน,17-11-2022,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f76de73c89b1c1d58703ef5e05a029c7~c5_100x100.jpg?x-expires=1672887600&x-signature=YSn24Jo7t%2B1Hcgf3iUtfJ7kmidA%3D,Yes,Nurse👩‍⚕️,0
